event_id,road_occupancy_pct,pedestrian_count,vehicle_count,avg_vehicle_speed_kmph,signal_wait_time_s,time_of_day_hr,noise_level_db,ambient_temperature_c,camera_exposure_score,humidity_pct,label
EVT_01420,48.6,9,7,17.4,71,20.24,47.3,30.6,21.9,54.4,Incident
EVT_01421,48.5,6,8,12.2,21,17.93,50.8,30.3,43.3,72.3,Incident
EVT_01422,12.4,2,3,61.2,23,22.76,54.4,18.4,22.3,97.4,Low_Activity
EVT_01423,26.4,30,17,10.0,8,7.59,49.4,21.6,52.5,60.5,Pedestrian_Event
EVT_01424,72.5,6,22,18.3,41,6.96,62.0,21.0,47.6,78.8,Heavy_Traffic
EVT_01425,60.2,8,27,13.6,44,17.31,53.9,28.1,29.5,60.5,Heavy_Traffic
EVT_01426,66.5,12,37,37.3,65,11.11,70.7,22.3,81.6,67.6,Incident
EVT_01427,22.0,9,28,1.0,48,16.82,54.4,29.7,55.7,55.3,Incident
EVT_01428,58.6,21,1,40.6,50,7.7,41.4,26.1,53.3,64.5,Pedestrian_Event
EVT_01429,32.4,24,3,22.7,48,17.22,45.7,30.3,43.0,68.1,Pedestrian_Event
EVT_01430,42.0,6,44,6.5,43,8.14,56.0,18.5,57.3,73.1,Heavy_Traffic
EVT_01431,39.2,9,17,26.4,76,8.8,51.7,19.7,85.1,46.1,Pedestrian_Event
EVT_01432,12.3,1,2,34.8,10,5.34,49.9,17.7,36.1,100.0,Low_Activity
EVT_01433,13.0,14,21,25.0,87,9.57,55.7,26.8,70.7,59.1,Pedestrian_Event
EVT_01434,31.9,2,52,49.8,29,11.6,69.9,34.0,89.8,80.2,Free_Flow
EVT_01435,27.3,9,15,43.8,28,11.73,54.3,28.8,73.7,76.7,Free_Flow
EVT_01436,11.1,12,11,54.5,14,5.12,45.8,19.1,9.7,68.4,Free_Flow
EVT_01437,22.9,7,29,39.8,35,20.98,54.4,21.8,24.6,83.7,Free_Flow
EVT_01438,12.9,1,5,14.3,13,4.09,49.4,24.4,13.2,77.6,Free_Flow
EVT_01439,25.8,5,48,0.0,20,5.28,63.5,17.2,20.2,83.2,Incident
EVT_01440,29.5,23,20,34.3,41,6.6,46.5,29.1,23.0,73.6,Pedestrian_Event
EVT_01441,35.9,9,26,43.8,2,14.69,60.4,29.7,58.5,86.0,Free_Flow
EVT_01442,58.2,4,26,7.5,58,6.48,52.2,21.5,42.1,62.9,Incident
EVT_01443,82.1,2,34,0.0,80,21.87,61.4,23.9,13.1,71.3,Heavy_Traffic
EVT_01444,11.3,28,20,24.2,23,20.31,47.2,26.0,18.1,78.2,Heavy_Traffic
EVT_01445,63.7,8,37,18.7,77,14.77,62.7,34.6,54.4,65.3,Incident
EVT_01446,6.4,2,5,34.6,11,7.21,56.1,30.0,41.3,72.0,Low_Activity
EVT_01447,57.2,16,21,38.4,51,13.3,46.2,30.3,81.6,53.1,Pedestrian_Event
EVT_01448,37.6,2,17,32.6,68,8.53,51.3,25.5,71.5,74.3,Pedestrian_Event
EVT_01449,57.2,4,42,14.4,57,18.44,55.4,34.6,36.9,52.5,Heavy_Traffic
EVT_01450,78.1,5,9,4.1,53,4.01,38.2,20.5,17.7,47.0,Incident
EVT_01451,21.8,7,5,60.1,0,19.88,44.3,23.1,10.2,62.9,Pedestrian_Event
EVT_01452,15.5,1,7,19.9,2,4.59,47.1,26.2,5.4,61.2,Low_Activity
EVT_01453,26.1,3,23,37.3,2,5.17,64.7,18.7,15.2,80.7,Free_Flow
EVT_01454,34.2,2,21,22.3,18,13.09,55.2,33.0,83.1,81.5,Free_Flow
EVT_01455,36.1,30,27,27.4,29,13.24,58.5,31.2,70.5,54.7,Pedestrian_Event
EVT_01456,75.3,5,34,31.7,65,8.83,57.9,27.9,67.5,77.1,Heavy_Traffic
EVT_01457,59.1,7,30,8.6,87,11.92,57.1,32.9,81.9,61.0,Heavy_Traffic
EVT_01458,41.2,8,39,14.9,14,8.46,64.0,23.1,66.4,64.0,Incident
EVT_01459,30.5,3,27,34.9,28,6.13,54.2,27.0,17.9,62.3,Free_Flow
EVT_01460,46.4,7,36,15.7,0,13.95,59.8,28.7,82.5,50.5,Incident
EVT_01461,51.2,6,29,28.3,120,10.84,56.2,27.7,74.8,76.6,Heavy_Traffic
EVT_01462,17.3,7,2,70.1,9,3.76,65.4,19.6,17.1,87.6,Low_Activity
EVT_01463,44.1,1,17,51.6,27,21.82,60.2,24.2,49.8,79.8,Free_Flow
EVT_01464,51.7,7,20,1.6,30,17.34,52.4,32.8,63.2,61.2,Incident
EVT_01465,61.8,1,32,18.7,38,4.78,54.8,14.2,33.9,75.7,Incident
EVT_01466,63.2,7,27,21.9,68,9.53,61.2,29.9,58.2,61.5,Heavy_Traffic
EVT_01467,20.6,3,23,40.6,21,10.31,52.7,28.0,72.4,75.7,Free_Flow
EVT_01468,52.7,16,41,16.9,17,15.34,58.0,32.9,74.2,62.1,Heavy_Traffic
EVT_01469,9.3,1,2,36.8,13,22.74,46.1,20.6,16.0,70.3,Low_Activity
EVT_01470,61.1,4,42,14.3,24,7.17,65.8,22.5,35.5,50.3,Heavy_Traffic
EVT_01471,35.7,7,21,44.4,38,6.57,52.5,24.8,38.3,59.9,Free_Flow
EVT_01472,50.6,11,0,34.8,55,17.33,44.5,27.3,53.9,59.5,Pedestrian_Event
EVT_01473,74.5,19,36,22.3,112,8.86,59.0,31.0,57.7,59.8,Heavy_Traffic
EVT_01474,4.6,1,8,45.8,24,23.38,41.7,21.9,32.6,67.3,Low_Activity
EVT_01475,21.0,20,4,15.8,25,11.9,51.1,34.5,100.0,62.7,Pedestrian_Event
EVT_01476,42.1,6,6,41.2,1,12.55,49.5,35.3,55.6,48.6,Free_Flow
EVT_01477,18.4,4,8,52.0,33,14.42,53.3,32.5,82.1,57.7,Free_Flow
EVT_01478,13.0,1,11,37.6,18,22.24,61.0,20.4,26.5,72.2,Free_Flow
EVT_01479,34.8,7,37,11.2,4,9.94,58.3,23.8,46.2,68.0,Incident
EVT_01480,29.5,3,0,5.8,68,5.03,43.0,25.1,30.5,75.2,Incident
EVT_01481,50.3,26,28,40.3,32,16.86,61.5,29.5,40.6,68.3,Free_Flow
EVT_01482,53.8,21,18,11.4,78,16.76,59.4,25.5,47.9,84.4,Free_Flow
EVT_01483,39.9,13,23,31.6,44,17.64,49.6,25.7,37.2,61.3,Pedestrian_Event
EVT_01484,31.8,19,10,30.4,49,6.89,56.0,23.5,49.0,64.8,Pedestrian_Event
EVT_01485,4.7,2,18,68.7,12,4.55,48.2,22.6,23.4,62.6,Low_Activity
EVT_01486,17.5,2,0,47.8,17,22.05,43.6,26.7,6.1,60.1,Free_Flow
EVT_01487,43.8,24,39,24.6,14,9.47,71.0,21.0,74.7,82.3,Pedestrian_Event
EVT_01488,56.4,6,22,63.2,39,20.33,59.4,30.2,13.1,68.1,Free_Flow
EVT_01489,49.0,13,45,29.5,90,9.26,52.7,29.4,68.1,70.3,Heavy_Traffic
EVT_01490,70.3,8,26,27.7,10,8.59,63.6,24.0,73.7,79.1,Heavy_Traffic
EVT_01491,38.8,15,23,47.9,31,19.07,71.2,25.9,24.2,79.3,Low_Activity
EVT_01492,0.2,1,2,49.1,27,23.63,42.1,24.7,25.7,71.1,Low_Activity
EVT_01493,28.3,23,30,23.9,48,15.16,54.7,33.6,81.7,54.7,Free_Flow
EVT_01494,38.0,17,17,35.6,50,16.77,64.5,31.3,46.4,59.3,Pedestrian_Event
EVT_01495,50.8,28,36,39.9,30,15.16,60.4,33.4,53.2,63.5,Pedestrian_Event
EVT_01496,38.6,5,23,53.3,24,6.5,53.4,31.4,35.6,52.8,Free_Flow
EVT_01497,71.0,5,56,17.3,58,18.67,59.7,27.8,16.8,72.9,Heavy_Traffic
EVT_01498,31.5,3,13,35.5,38,16.06,50.4,35.7,50.1,62.3,Free_Flow
EVT_01499,14.9,1,3,60.0,30,0.29,52.2,21.5,18.4,60.0,Low_Activity
EVT_01500,18.5,13,14,58.7,17,20.34,56.7,23.1,12.9,74.0,Free_Flow
EVT_01501,10.8,1,3,26.0,13,1.46,55.9,18.1,15.1,72.6,Low_Activity
EVT_01502,16.2,5,7,51.6,19,18.75,58.9,32.8,10.2,80.3,Low_Activity
EVT_01503,26.7,2,16,0.0,33,23.35,54.5,26.2,20.5,72.0,Incident
EVT_01504,72.5,14,32,11.2,38,6.28,53.3,27.6,21.7,49.3,Heavy_Traffic
EVT_01505,49.5,9,24,20.4,60,16.09,57.6,35.0,53.0,69.7,Heavy_Traffic
EVT_01506,28.0,4,11,36.3,24,14.3,62.8,32.0,79.9,42.9,Free_Flow
EVT_01507,60.5,14,27,12.7,60,18.08,56.3,32.4,26.9,41.5,Pedestrian_Event
EVT_01508,40.0,1,22,35.8,33,5.84,55.5,21.5,7.0,65.1,Pedestrian_Event
EVT_01509,33.3,5,15,39.2,27,11.41,53.2,26.1,90.0,85.8,Free_Flow
EVT_01510,74.2,10,24,25.6,82,6.55,56.0,24.5,36.2,71.1,Incident
EVT_01511,77.5,8,30,13.5,51,14.74,64.0,26.9,93.5,66.8,Heavy_Traffic
EVT_01512,39.2,29,27,19.6,28,14.76,53.1,28.5,52.7,56.0,Pedestrian_Event
EVT_01513,55.9,3,25,41.2,12,21.38,61.9,24.7,19.6,72.6,Free_Flow
EVT_01514,52.3,9,17,37.9,22,18.13,55.6,29.4,43.7,63.7,Heavy_Traffic
EVT_01515,50.5,19,23,30.1,22,15.38,65.9,28.3,62.0,61.7,Pedestrian_Event
EVT_01516,15.3,3,28,19.2,22,23.0,64.1,21.6,26.4,66.8,Free_Flow
EVT_01517,48.5,22,15,40.1,21,13.74,52.4,31.5,80.2,63.1,Pedestrian_Event
EVT_01518,47.1,8,19,8.2,73,15.89,63.4,30.5,66.0,60.7,Free_Flow
EVT_01519,65.1,6,30,14.1,17,9.15,67.8,23.5,63.8,73.2,Heavy_Traffic
EVT_01520,80.0,10,39,21.0,49,18.38,54.9,36.9,51.7,47.3,Heavy_Traffic
EVT_01521,33.7,28,24,33.1,32,13.9,55.8,30.3,61.5,69.5,Pedestrian_Event
EVT_01522,50.4,4,11,18.0,23,9.95,53.3,31.0,60.7,75.2,Incident
EVT_01523,52.3,4,12,38.6,24,22.62,59.3,18.5,13.2,67.2,Free_Flow
EVT_01524,34.1,29,24,25.4,33,12.79,60.4,28.8,86.7,82.6,Heavy_Traffic
EVT_01525,23.1,3,31,29.8,24,21.74,56.2,28.0,35.8,53.9,Free_Flow
EVT_01526,66.6,4,33,15.9,58,6.45,58.7,19.4,21.7,69.8,Heavy_Traffic
EVT_01527,52.8,26,25,29.6,83,9.85,56.2,25.3,86.8,58.1,Pedestrian_Event
EVT_01528,67.0,11,18,7.6,80,18.08,48.1,31.2,34.7,81.7,Heavy_Traffic
EVT_01529,16.7,1,3,39.8,3,23.32,53.8,26.1,11.3,58.3,Low_Activity
EVT_01530,11.1,1,5,46.8,27,2.04,54.0,24.1,21.0,82.6,Low_Activity
EVT_01531,62.5,6,44,11.5,65,19.21,73.6,24.2,10.2,70.9,Heavy_Traffic
EVT_01532,15.6,1,3,48.3,0,0.43,46.0,24.1,5.9,67.7,Low_Activity
EVT_01533,41.0,30,14,23.5,54,16.88,60.8,25.0,51.8,81.1,Pedestrian_Event
EVT_01534,47.7,31,22,9.4,0,14.9,61.4,32.2,78.7,58.8,Pedestrian_Event
EVT_01535,16.6,1,5,31.9,4,23.22,56.7,23.1,22.8,63.7,Free_Flow
EVT_01536,27.5,3,22,44.5,27,17.42,53.6,32.4,64.0,68.4,Free_Flow
EVT_01537,38.8,20,28,6.3,42,13.11,56.8,31.6,100.0,65.3,Pedestrian_Event
EVT_01538,55.2,3,40,0.0,72,16.73,62.7,31.2,42.7,59.8,Heavy_Traffic
EVT_01539,9.7,9,2,37.3,44,11.85,42.4,27.9,78.2,47.8,Pedestrian_Event
EVT_01540,26.9,4,22,39.3,17,19.66,53.0,29.8,21.5,64.2,Free_Flow
EVT_01541,50.9,35,7,20.0,36,18.18,49.9,24.2,18.2,73.3,Pedestrian_Event
EVT_01542,8.3,8,2,26.6,23,11.95,59.6,28.9,63.7,70.8,Free_Flow
EVT_01543,48.5,7,23,16.9,84,18.14,54.5,27.1,44.9,54.3,Incident
EVT_01544,2.2,5,18,42.6,27,20.48,37.4,28.9,27.3,58.8,Free_Flow
EVT_01545,61.3,4,50,27.9,64,17.92,66.9,23.9,26.7,54.3,Heavy_Traffic
EVT_01546,19.0,2,20,50.2,20,5.62,46.4,24.1,16.4,65.4,Free_Flow
EVT_01547,70.0,5,44,22.6,47,19.82,62.3,24.0,46.0,82.0,Heavy_Traffic
EVT_01548,8.4,1,9,44.2,11,23.9,45.4,17.3,8.8,86.0,Low_Activity
EVT_01549,27.2,2,6,48.2,28,5.49,50.8,14.3,13.2,80.5,Free_Flow
EVT_01550,73.9,3,38,12.1,66,6.01,51.4,22.3,27.4,54.9,Heavy_Traffic
EVT_01551,37.9,4,47,30.5,3,3.0,59.6,22.7,22.4,80.3,Incident
EVT_01552,31.5,9,7,15.2,57,15.82,47.2,34.3,78.2,68.1,Incident
EVT_01553,17.0,1,4,68.0,23,14.03,57.9,31.9,67.5,62.0,Low_Activity
EVT_01554,43.6,11,22,27.0,64,7.03,58.4,27.4,48.5,47.2,Pedestrian_Event
EVT_01555,87.6,8,31,24.9,40,9.02,58.0,24.5,72.7,68.3,Heavy_Traffic
EVT_01556,32.7,21,31,23.1,41,16.37,46.4,28.7,27.9,53.3,Pedestrian_Event
EVT_01557,38.3,17,32,33.5,31,17.25,53.9,31.3,25.7,53.8,Pedestrian_Event
EVT_01558,31.4,7,14,46.0,31,10.33,59.9,31.2,66.5,49.8,Free_Flow
EVT_01559,30.8,4,13,7.7,28,6.18,46.9,22.7,42.9,70.2,Pedestrian_Event
EVT_01560,20.2,5,0,34.6,19,15.7,61.8,30.2,64.3,100.0,Free_Flow
EVT_01561,54.4,11,20,28.7,42,7.3,49.0,25.9,36.9,63.3,Pedestrian_Event
EVT_01562,67.9,7,35,14.6,17,8.52,55.0,26.6,57.4,67.3,Incident
EVT_01563,28.8,6,6,57.5,36,10.45,62.4,34.9,71.5,63.1,Free_Flow
EVT_01564,31.7,18,20,9.8,55,8.03,47.7,27.2,45.2,59.8,Pedestrian_Event
EVT_01565,25.9,20,19,15.3,62,13.32,51.6,31.8,99.9,71.9,Pedestrian_Event
EVT_01566,47.8,4,18,41.6,4,19.86,64.8,32.9,4.7,57.1,Free_Flow
EVT_01567,81.8,7,37,16.9,59,17.65,61.9,29.4,45.5,54.5,Heavy_Traffic
EVT_01568,40.3,23,33,10.3,61,12.22,62.2,29.9,82.9,61.2,Pedestrian_Event
EVT_01569,70.6,8,23,17.4,75,16.99,61.6,26.4,23.8,61.6,Heavy_Traffic
EVT_01570,36.9,4,11,42.7,5,14.66,48.1,31.8,74.8,74.8,Free_Flow
EVT_01571,11.0,1,6,47.2,20,2.64,48.4,14.4,16.4,61.2,Low_Activity
EVT_01572,46.8,9,26,48.2,4,12.98,59.7,27.9,69.3,52.8,Free_Flow
EVT_01573,44.2,6,41,12.0,96,7.25,62.4,24.8,54.0,75.0,Heavy_Traffic
EVT_01574,5.9,2,6,33.9,12,2.27,48.6,12.1,0.0,71.8,Low_Activity
EVT_01575,80.4,7,32,14.9,38,9.24,61.5,23.2,50.7,73.0,Incident
EVT_01576,10.1,1,4,54.8,5,23.92,55.5,26.6,26.5,57.7,Low_Activity
EVT_01577,22.6,15,17,10.2,33,13.32,51.8,30.1,71.7,65.6,Pedestrian_Event
EVT_01578,20.3,1,6,51.9,35,22.75,52.6,21.1,14.3,55.2,Low_Activity
EVT_01579,75.1,5,30,20.6,54,7.98,51.5,25.6,45.4,68.3,Free_Flow
EVT_01580,68.2,31,0,29.6,43,17.3,50.2,32.9,44.6,70.7,Pedestrian_Event
EVT_01581,27.6,1,2,17.1,19,3.14,51.6,19.2,11.7,61.0,Low_Activity
EVT_01582,42.4,11,23,16.3,66,17.09,51.8,33.5,44.2,52.4,Heavy_Traffic
EVT_01583,44.4,3,7,15.2,82,23.17,51.1,20.8,25.4,74.3,Incident
EVT_01584,78.6,6,43,9.0,115,7.9,59.9,23.8,40.4,66.2,Heavy_Traffic
EVT_01585,19.8,3,8,26.9,13,5.02,45.8,18.2,23.1,76.3,Free_Flow
EVT_01586,33.5,18,40,14.6,32,13.72,62.5,32.8,84.5,63.6,Pedestrian_Event
EVT_01587,34.0,1,26,50.4,30,5.65,51.0,20.4,17.5,74.2,Free_Flow
EVT_01588,54.4,10,39,23.6,31,9.07,65.7,25.4,58.8,56.9,Heavy_Traffic
EVT_01589,49.0,7,32,36.3,57,21.13,69.0,27.6,37.0,39.3,Pedestrian_Event
EVT_01590,17.0,0,2,57.4,10,0.84,58.4,15.1,0.0,74.2,Low_Activity
EVT_01591,13.3,0,6,65.4,3,16.47,55.8,34.2,67.5,53.6,Low_Activity
EVT_01592,61.6,6,19,14.4,63,4.09,55.4,18.6,12.6,78.8,Incident
EVT_01593,47.4,8,43,14.1,56,17.92,70.5,26.3,36.1,74.2,Heavy_Traffic
EVT_01594,55.7,2,6,29.1,0,21.95,54.4,24.7,7.8,62.7,Incident
EVT_01595,60.1,28,36,37.5,31,16.99,66.3,28.2,46.9,64.4,Pedestrian_Event
EVT_01596,40.6,2,18,39.5,23,12.91,51.8,30.3,82.7,57.4,Free_Flow
EVT_01597,86.1,1,54,16.7,53,18.63,61.5,32.5,18.8,70.6,Heavy_Traffic
EVT_01598,21.1,15,14,29.1,5,15.93,55.9,31.6,73.4,58.7,Pedestrian_Event
EVT_01599,5.9,17,31,21.0,31,18.82,62.0,29.6,16.8,76.2,Pedestrian_Event
EVT_01600,27.3,5,15,61.0,38,12.3,58.4,27.7,100.0,74.6,Free_Flow
EVT_01601,40.0,15,19,20.2,67,8.77,45.6,21.1,60.8,74.5,Pedestrian_Event
EVT_01602,15.6,4,22,16.4,65,5.12,59.8,27.2,35.1,67.7,Incident
EVT_01603,74.7,3,35,12.5,72,23.14,57.3,20.1,1.1,53.3,Incident
EVT_01604,37.7,25,0,1.3,61,14.44,46.4,34.1,80.6,56.8,Pedestrian_Event
EVT_01605,52.7,20,16,0.0,23,16.16,46.5,29.5,70.2,52.4,Pedestrian_Event
EVT_01606,73.8,5,28,18.7,58,18.05,56.0,22.8,39.2,52.3,Heavy_Traffic
EVT_01607,48.0,6,14,25.5,43,12.2,53.3,26.0,76.2,69.0,Incident
EVT_01608,43.5,19,45,29.0,49,7.33,74.5,17.4,30.2,80.3,Pedestrian_Event
EVT_01609,81.5,9,35,0.0,53,8.22,50.2,24.3,44.1,78.1,Heavy_Traffic
EVT_01610,30.2,3,19,46.2,3,21.68,53.1,24.9,1.6,72.9,Free_Flow
EVT_01611,24.4,1,20,6.7,24,5.51,45.4,18.4,16.6,55.7,Free_Flow
EVT_01612,57.7,4,8,12.8,52,5.7,42.1,18.2,21.3,59.0,Incident
EVT_01613,47.7,3,23,29.4,79,10.5,54.9,23.3,69.6,61.8,Incident
EVT_01614,59.5,8,27,40.2,11,16.29,60.3,35.7,57.0,80.4,Free_Flow
EVT_01615,26.8,2,22,37.1,23,6.14,43.8,23.0,20.5,68.7,Free_Flow
EVT_01616,21.5,2,12,49.1,21,10.44,61.6,25.7,97.2,74.8,Low_Activity
EVT_01617,5.2,0,5,55.6,10,1.19,46.4,24.8,28.8,62.0,Low_Activity
EVT_01618,51.6,4,43,14.8,51,17.24,66.3,25.5,64.4,74.5,Heavy_Traffic
EVT_01619,62.9,5,32,34.1,64,16.16,51.4,28.0,53.0,68.2,Heavy_Traffic
EVT_01620,9.0,1,3,78.0,22,23.73,49.8,19.6,23.2,60.7,Low_Activity
EVT_01621,53.9,5,48,16.2,101,17.64,64.2,28.9,27.1,70.4,Heavy_Traffic
EVT_01622,45.3,9,25,17.8,23,10.32,55.8,23.8,81.6,66.3,Pedestrian_Event
EVT_01623,17.3,6,19,51.8,0,15.79,65.1,28.5,71.0,59.4,Free_Flow
EVT_01624,40.1,21,9,14.5,53,12.88,67.7,31.7,83.5,82.5,Pedestrian_Event
EVT_01625,81.5,11,49,27.0,85,6.97,70.2,26.4,61.5,63.5,Heavy_Traffic
EVT_01626,73.5,1,42,9.6,40,8.76,66.6,18.6,46.5,67.3,Heavy_Traffic
EVT_01627,60.1,7,27,10.9,47,9.0,53.1,25.4,72.7,73.8,Heavy_Traffic
EVT_01628,64.3,27,13,22.0,61,13.92,52.7,31.4,63.9,70.4,Pedestrian_Event
EVT_01629,5.6,1,5,52.2,0,4.93,45.1,23.9,6.0,55.7,Low_Activity
EVT_01630,24.5,34,0,29.6,58,13.48,44.0,32.0,53.4,62.1,Pedestrian_Event
EVT_01631,31.8,1,31,18.2,79,21.5,58.3,19.0,20.7,67.1,Heavy_Traffic
EVT_01632,9.6,0,3,76.3,16,23.65,68.3,16.4,32.4,82.0,Low_Activity
EVT_01633,30.0,13,31,39.9,44,12.73,60.3,31.7,79.2,74.4,Pedestrian_Event
EVT_01634,18.9,3,2,42.2,0,19.56,53.1,24.9,34.0,49.2,Low_Activity
EVT_01635,51.8,2,22,21.2,34,4.82,49.7,20.8,21.9,70.6,Incident
EVT_01636,47.5,7,24,60.3,23,10.35,53.0,38.0,99.5,62.5,Free_Flow
EVT_01637,54.7,5,25,7.2,20,3.62,48.8,23.1,23.5,73.1,Incident
EVT_01638,14.9,2,2,42.3,21,16.12,58.6,29.3,52.6,90.2,Low_Activity
EVT_01639,45.0,6,30,31.7,64,9.37,60.5,29.5,39.4,65.5,Heavy_Traffic
EVT_01640,34.0,2,13,13.4,57,6.66,41.1,23.1,29.5,61.1,Incident
EVT_01641,33.8,4,9,48.0,22,13.22,50.4,28.3,85.5,67.9,Free_Flow
EVT_01642,62.6,20,17,29.9,26,7.85,44.1,27.9,59.5,50.4,Pedestrian_Event
EVT_01643,55.2,3,27,7.4,64,10.8,49.7,26.9,89.9,69.0,Incident
EVT_01644,11.6,1,4,54.6,16,11.72,45.4,29.6,83.0,72.0,Low_Activity
EVT_01645,44.9,34,23,29.6,43,12.71,62.7,37.0,76.0,58.7,Pedestrian_Event
EVT_01646,60.9,8,46,7.8,26,9.99,62.3,27.5,82.3,57.6,Heavy_Traffic
EVT_01647,67.5,7,26,16.7,76,17.75,56.4,32.8,41.6,64.7,Heavy_Traffic
EVT_01648,46.1,1,20,7.0,26,2.88,56.6,17.8,26.8,85.3,Incident
EVT_01649,34.1,1,2,53.9,41,22.24,54.4,29.4,6.3,69.9,Free_Flow
EVT_01650,41.5,4,15,38.1,0,11.79,54.2,23.6,91.0,92.4,Free_Flow
EVT_01651,7.6,0,5,55.1,18,23.92,65.6,20.9,13.6,74.7,Low_Activity
EVT_01652,46.8,1,4,48.7,34,23.39,60.9,19.8,24.0,89.9,Free_Flow
EVT_01653,44.3,3,22,28.1,21,6.2,53.0,19.1,46.6,84.5,Incident
EVT_01654,41.3,19,29,34.6,0,19.48,58.4,33.8,20.2,65.6,Pedestrian_Event
EVT_01655,27.3,6,20,34.4,28,10.27,53.5,26.7,68.9,69.8,Free_Flow
EVT_01656,26.4,0,4,47.6,56,23.86,43.9,17.6,0.0,76.4,Low_Activity
EVT_01657,72.2,8,50,27.7,96,9.21,65.3,29.3,69.5,56.9,Heavy_Traffic
EVT_01658,82.9,5,28,0.0,45,8.57,48.8,26.5,76.1,69.5,Heavy_Traffic
EVT_01659,17.1,3,21,49.4,21,21.39,51.6,24.0,28.0,65.9,Free_Flow
EVT_01660,47.9,23,16,41.9,63,14.06,68.2,31.0,81.4,77.1,Pedestrian_Event
EVT_01661,82.1,16,23,31.1,43,18.32,55.0,30.4,29.7,51.5,Pedestrian_Event
EVT_01662,15.4,4,22,54.3,26,10.06,56.1,25.5,68.8,75.9,Free_Flow
EVT_01663,53.2,13,21,25.2,65,8.01,48.0,22.8,55.1,55.4,Pedestrian_Event
EVT_01664,36.1,3,6,51.7,25,18.05,55.9,28.3,39.5,69.6,Free_Flow
EVT_01665,3.2,4,10,52.0,20,11.28,51.7,30.1,76.8,58.3,Free_Flow
EVT_01666,51.0,25,25,19.2,44,16.82,65.7,34.5,43.5,57.0,Pedestrian_Event
EVT_01667,34.9,2,0,48.1,6,20.49,47.7,26.6,24.1,80.8,Free_Flow
EVT_01668,37.4,2,29,13.3,55,5.76,50.7,18.8,35.1,63.9,Incident
EVT_01669,64.7,7,13,11.1,87,8.4,46.3,24.5,69.6,56.6,Heavy_Traffic
EVT_01670,20.1,3,13,42.9,0,18.97,58.0,26.4,39.3,88.9,Free_Flow
EVT_01671,42.1,5,20,60.3,16,9.22,57.2,22.3,83.6,71.4,Free_Flow
EVT_01672,24.2,31,31,26.0,27,12.7,55.7,24.6,88.5,61.6,Pedestrian_Event
EVT_01673,42.5,7,36,10.0,68,19.4,58.0,28.5,17.0,57.1,Heavy_Traffic
EVT_01674,77.8,7,51,14.4,66,8.84,61.3,30.6,56.9,78.0,Free_Flow
EVT_01675,28.5,2,29,33.5,35,20.62,53.7,27.2,7.1,83.9,Free_Flow
EVT_01676,40.8,4,15,63.8,32,8.57,54.5,23.0,57.4,80.7,Free_Flow
EVT_01677,85.3,7,44,7.4,86,19.37,56.6,27.7,25.7,51.7,Heavy_Traffic
EVT_01678,22.2,12,34,14.5,78,18.05,52.7,30.9,23.1,41.7,Pedestrian_Event
EVT_01679,43.5,3,35,15.9,51,19.01,70.7,32.9,28.8,76.3,Heavy_Traffic
EVT_01680,29.7,1,23,47.8,35,22.24,59.6,25.0,11.0,37.0,Free_Flow
EVT_01681,12.4,1,2,52.4,24,20.73,48.5,28.2,28.6,55.1,Low_Activity
EVT_01682,0.0,3,6,67.3,37,4.14,52.9,26.3,22.7,56.8,Free_Flow
EVT_01683,44.0,1,8,44.7,42,14.6,60.7,33.0,92.0,71.1,Free_Flow
EVT_01684,20.1,1,5,47.8,1,0.05,55.9,22.5,14.7,65.4,Low_Activity
EVT_01685,68.4,3,35,29.0,17,3.73,50.0,23.9,28.6,61.7,Incident
EVT_01686,38.8,1,11,37.1,4,23.26,49.7,20.9,1.7,74.1,Free_Flow
EVT_01687,32.7,3,12,57.1,10,9.39,57.7,26.5,66.8,61.2,Free_Flow
EVT_01688,19.2,0,20,45.9,50,16.08,63.1,30.0,68.5,64.4,Free_Flow
EVT_01689,47.2,30,29,36.3,51,7.86,59.5,24.0,53.2,66.0,Pedestrian_Event
EVT_01690,44.9,14,25,40.3,35,13.49,63.9,33.1,87.9,74.4,Pedestrian_Event
EVT_01691,64.5,3,39,23.7,62,9.0,60.7,22.3,75.0,64.0,Pedestrian_Event
EVT_01692,83.8,5,49,18.8,64,17.48,64.5,27.7,39.7,64.9,Heavy_Traffic
EVT_01693,10.1,1,8,41.6,17,11.32,54.7,26.7,100.0,55.8,Low_Activity
EVT_01694,79.1,11,35,23.9,56,19.79,56.2,23.7,7.0,56.7,Heavy_Traffic
EVT_01695,65.9,3,33,27.6,68,20.6,51.4,31.0,15.6,66.4,Heavy_Traffic
EVT_01696,20.3,3,35,32.6,29,19.87,57.4,26.1,29.4,61.2,Free_Flow
EVT_01697,31.7,3,23,56.7,23,19.32,56.3,33.4,6.8,48.6,Free_Flow
EVT_01698,24.8,1,15,59.1,0,23.56,62.0,25.1,17.2,62.8,Low_Activity
EVT_01699,70.9,14,38,21.7,72,11.18,70.1,30.2,69.0,69.7,Heavy_Traffic
EVT_01700,34.1,4,17,48.4,33,7.07,58.8,25.8,44.6,51.5,Free_Flow
EVT_01701,49.5,2,30,0.8,67,2.79,63.9,17.2,7.5,78.9,Incident
EVT_01702,36.6,1,11,43.1,47,19.5,50.3,26.0,34.0,65.3,Free_Flow
EVT_01703,16.4,5,21,32.1,30,21.92,55.0,27.2,27.9,65.4,Free_Flow
